"HouseholdBookID","Address","IssueDate","Status"
"000000053","Số 54 tổ dân phố 7 phường La Khê","1980-06-12","temporary"
"000000054","Số 55 tổ dân phố 7 phường La Khê","1993-11-27","temporary"
"000000055","Số 56 tổ dân phố 7 phường La Khê","1977-04-18","valid"
"000000056","Số 57 tổ dân phố 7 phường La Khê","1985-01-13","temporary"
"000000057","Số 58 tổ dân phố 7 phường La Khê","2010-01-06","temporary"
"000000058","Số 59 tổ dân phố 7 phường La Khê","1997-12-10","temporary"
"000000059","Số 60 tổ dân phố 7 phường La Khê","2022-10-11","valid"
"000000060","Số 61 tổ dân phố 7 phường La Khê","2000-12-21","valid"
"000000061","Số 62 tổ dân phố 7 phường La Khê","1992-12-31","temporary"
"000000062","Số 63 tổ dân phố 7 phường La Khê","2022-01-04","temporary"
"000000063","Số 64 tổ dân phố 7 phường La Khê","2023-11-29","temporary"
"000000064","Số 65 tổ dân phố 7 phường La Khê","2008-08-30","valid"
"000000065","Số 66 tổ dân phố 7 phường La Khê","2003-10-10","valid"
"000000066","Số 67 tổ dân phố 7 phường La Khê","1996-07-02","temporary"
"000000067","Số 68 tổ dân phố 7 phường La Khê","2024-01-14","temporary"
"000000068","Số 69 tổ dân phố 7 phường La Khê","1995-03-06","temporary"
"000000069","Số 70 tổ dân phố 7 phường La Khê","2008-06-14","temporary"
"000000070","Số 71 tổ dân phố 7 phường La Khê","1994-03-11","temporary"
"000000071","Số 72 tổ dân phố 7 phường La Khê","2009-11-08","valid"
"000000072","Số 73 tổ dân phố 7 phường La Khê","2018-03-04","temporary"
"000000073","Số 74 tổ dân phố 7 phường La Khê","2008-05-20","valid"
"000000074","Số 75 tổ dân phố 7 phường La Khê","2016-02-25","valid"
"000000075","Số 76 tổ dân phố 7 phường La Khê","1993-12-12","temporary"
"000000076","Số 77 tổ dân phố 7 phường La Khê","1996-10-13","temporary"
"000000077","Số 78 tổ dân phố 7 phường La Khê","1975-10-29","temporary"
"000000078","Số 79 tổ dân phố 7 phường La Khê","2005-08-21","valid"
"000000079","Số 80 tổ dân phố 7 phường La Khê","1998-09-05","temporary"
"000000080","Số 81 tổ dân phố 7 phường La Khê","1985-11-29","temporary"
"000000081","Số 82 tổ dân phố 7 phường La Khê","2004-09-10","temporary"
"000000082","Số 83 tổ dân phố 7 phường La Khê","1997-02-23","valid"
"000000083","Số 84 tổ dân phố 7 phường La Khê","2010-07-12","valid"
"000000084","Số 85 tổ dân phố 7 phường La Khê","1979-07-21","valid"
"000000085","Số 86 tổ dân phố 7 phường La Khê","1986-07-16","temporary"
"000000086","Số 87 tổ dân phố 7 phường La Khê","1984-08-18","valid"
"000000087","Số 88 tổ dân phố 7 phường La Khê","1989-03-12","valid"
"000000088","Số 89 tổ dân phố 7 phường La Khê","1991-11-03","valid"
"000000089","Số 90 tổ dân phố 7 phường La Khê","1977-10-07","valid"
"000000090","Số 91 tổ dân phố 7 phường La Khê","2016-02-29","temporary"
"000000091","Số 92 tổ dân phố 7 phường La Khê","2019-09-01","temporary"
"000000092","Số 93 tổ dân phố 7 phường La Khê","2007-04-24","valid"
"000000093","Số 94 tổ dân phố 7 phường La Khê","1981-01-23","valid"
"000000094","Số 95 tổ dân phố 7 phường La Khê","2000-09-15","valid"
"000000095","Số 96 tổ dân phố 7 phường La Khê","2007-05-26","temporary"
"000000096","Số 97 tổ dân phố 7 phường La Khê","1997-10-25","valid"
"000000097","Số 98 tổ dân phố 7 phường La Khê","1980-03-04","valid"
"000000098","Số 99 tổ dân phố 7 phường La Khê","2010-01-01","temporary"
"000000099","Số 100 tổ dân phố 7 phường La Khê","1995-09-18","valid"
"000000100","Số 101 tổ dân phố 7 phường La Khê","1978-10-18","temporary"
"000000101","Số 102 tổ dân phố 7 phường La Khê","1986-02-01","temporary"
"000000102","Số 103 tổ dân phố 7 phường La Khê","2005-12-03","temporary"
"000000103","Số 104 tổ dân phố 7 phường La Khê","2022-03-25","valid"
"000000104","Số 105 tổ dân phố 7 phường La Khê","1993-09-05","temporary"
"000000105","Số 106 tổ dân phố 7 phường La Khê","1978-06-30","valid"
"000000106","Số 107 tổ dân phố 7 phường La Khê","1983-05-10","valid"
"000000107","Số 108 tổ dân phố 7 phường La Khê","2000-09-18","valid"
"000000108","Số 109 tổ dân phố 7 phường La Khê","1980-04-22","temporary"
"000000109","Số 110 tổ dân phố 7 phường La Khê","2018-05-27","valid"
"000000110","Số 111 tổ dân phố 7 phường La Khê","2001-02-18","temporary"
"000000111","Số 112 tổ dân phố 7 phường La Khê","2021-12-20","temporary"
"000000112","Số 113 tổ dân phố 7 phường La Khê","2020-03-06","valid"
"000000113","Số 114 tổ dân phố 7 phường La Khê","2018-02-15","temporary"
"000000114","Số 115 tổ dân phố 7 phường La Khê","1981-10-04","valid"
"000000115","Số 116 tổ dân phố 7 phường La Khê","2017-07-02","temporary"
"000000116","Số 117 tổ dân phố 7 phường La Khê","2021-06-27","valid"
"000000117","Số 118 tổ dân phố 7 phường La Khê","2000-02-29","valid"
"000000118","Số 119 tổ dân phố 7 phường La Khê","1994-06-23","temporary"
"000000119","Số 120 tổ dân phố 7 phường La Khê","1978-07-11","valid"
"000000120","Số 121 tổ dân phố 7 phường La Khê","1999-10-26","valid"
"000000121","Số 122 tổ dân phố 7 phường La Khê","1983-09-15","valid"
"000000122","Số 123 tổ dân phố 7 phường La Khê","1981-02-06","temporary"
"000000123","Số 124 tổ dân phố 7 phường La Khê","1995-02-19","temporary"
"000000124","Số 125 tổ dân phố 7 phường La Khê","2002-10-23","temporary"
"000000125","Số 126 tổ dân phố 7 phường La Khê","1975-11-23","valid"
"000000126","Số 127 tổ dân phố 7 phường La Khê","2009-04-02","temporary"
"000000127","Số 128 tổ dân phố 7 phường La Khê","2009-02-04","temporary"
"000000128","Số 129 tổ dân phố 7 phường La Khê","2023-04-11","valid"
"000000129","Số 130 tổ dân phố 7 phường La Khê","2022-03-02","temporary"
"000000130","Số 131 tổ dân phố 7 phường La Khê","1978-06-21","valid"
"000000131","Số 132 tổ dân phố 7 phường La Khê","1991-10-07","temporary"
"000000132","Số 133 tổ dân phố 7 phường La Khê","1978-06-24","temporary"
"000000133","Số 134 tổ dân phố 7 phường La Khê","2009-03-20","valid"
"000000134","Số 135 tổ dân phố 7 phường La Khê","2008-09-16","temporary"
"000000135","Số 136 tổ dân phố 7 phường La Khê","1996-06-10","valid"
"000000136","Số 137 tổ dân phố 7 phường La Khê","1996-05-17","temporary"
"000000137","Số 138 tổ dân phố 7 phường La Khê","1998-02-13","valid"
"000000138","Số 139 tổ dân phố 7 phường La Khê","2023-03-22","valid"
"000000139","Số 140 tổ dân phố 7 phường La Khê","2005-03-04","valid"
"000000140","Số 141 tổ dân phố 7 phường La Khê","1989-06-10","valid"
"000000141","Số 142 tổ dân phố 7 phường La Khê","1977-12-23","temporary"
"000000142","Số 143 tổ dân phố 7 phường La Khê","2016-09-19","temporary"
"000000143","Số 144 tổ dân phố 7 phường La Khê","1988-06-16","valid"
"000000144","Số 145 tổ dân phố 7 phường La Khê","1997-11-03","valid"
"000000145","Số 146 tổ dân phố 7 phường La Khê","1993-04-09","temporary"
"000000146","Số 147 tổ dân phố 7 phường La Khê","2009-10-20","temporary"
"000000147","Số 148 tổ dân phố 7 phường La Khê","2002-02-11","valid"
"000000148","Số 149 tổ dân phố 7 phường La Khê","1998-09-09","valid"
"000000149","Số 150 tổ dân phố 7 phường La Khê","2018-06-07","temporary"
"000000150","Số 151 tổ dân phố 7 phường La Khê","2005-04-30","temporary"
"000000151","Số 152 tổ dân phố 7 phường La Khê","2003-03-20","temporary"
"000000152","Số 153 tổ dân phố 7 phường La Khê","1994-06-15","valid"
"000000153","Số 154 tổ dân phố 7 phường La Khê","2021-12-07","temporary"
"000000154","Số 155 tổ dân phố 7 phường La Khê","1983-02-04","temporary"
"000000155","Số 156 tổ dân phố 7 phường La Khê","1993-06-04","temporary"
"000000156","Số 157 tổ dân phố 7 phường La Khê","2016-12-18","temporary"
"000000157","Số 158 tổ dân phố 7 phường La Khê","1995-02-24","valid"
"000000158","Số 159 tổ dân phố 7 phường La Khê","1977-11-04","valid"
"000000159","Số 160 tổ dân phố 7 phường La Khê","2024-04-30","valid"
"000000160","Số 161 tổ dân phố 7 phường La Khê","2004-09-29","temporary"
"000000161","Số 162 tổ dân phố 7 phường La Khê","2003-08-22","valid"
"000000162","Số 163 tổ dân phố 7 phường La Khê","1994-11-05","temporary"
"000000163","Số 164 tổ dân phố 7 phường La Khê","2018-12-27","temporary"
"000000164","Số 165 tổ dân phố 7 phường La Khê","2023-09-18","valid"
"000000165","Số 166 tổ dân phố 7 phường La Khê","2004-06-28","valid"
"000000166","Số 167 tổ dân phố 7 phường La Khê","1978-08-07","valid"
"000000167","Số 168 tổ dân phố 7 phường La Khê","1993-05-08","valid"
"000000168","Số 169 tổ dân phố 7 phường La Khê","2019-11-22","valid"
"000000169","Số 170 tổ dân phố 7 phường La Khê","2017-05-17","valid"
"000000170","Số 171 tổ dân phố 7 phường La Khê","1979-10-20","valid"
"000000171","Số 172 tổ dân phố 7 phường La Khê","1986-02-06","valid"
"000000172","Số 173 tổ dân phố 7 phường La Khê","2022-09-04","valid"
"000000173","Số 174 tổ dân phố 7 phường La Khê","1996-05-18","valid"
"000000174","Số 175 tổ dân phố 7 phường La Khê","1983-10-03","valid"
"000000175","Số 176 tổ dân phố 7 phường La Khê","2013-11-15","valid"
"000000176","Số 177 tổ dân phố 7 phường La Khê","1976-12-03","valid"
"000000177","Số 178 tổ dân phố 7 phường La Khê","2004-09-07","valid"
"000000178","Số 179 tổ dân phố 7 phường La Khê","1986-10-21","valid"
"000000179","Số 180 tổ dân phố 7 phường La Khê","1990-04-10","valid"
"000000180","Số 181 tổ dân phố 7 phường La Khê","1990-10-28","valid"
"000000181","Số 182 tổ dân phố 7 phường La Khê","2019-01-24","valid"
"000000182","Số 183 tổ dân phố 7 phường La Khê","2011-11-01","valid"
"000000183","Số 184 tổ dân phố 7 phường La Khê","2022-07-08","valid"
"000000184","Số 185 tổ dân phố 7 phường La Khê","1998-07-01","valid"
"000000185","Số 186 tổ dân phố 7 phường La Khê","1994-10-10","valid"
"000000186","Số 187 tổ dân phố 7 phường La Khê","2003-05-02","valid"
"000000187","Số 188 tổ dân phố 7 phường La Khê","2023-05-30","valid"
"000000188","Số 189 tổ dân phố 7 phường La Khê","1988-02-05","valid"
"000000189","Số 190 tổ dân phố 7 phường La Khê","2019-10-04","valid"
"000000190","Số 191 tổ dân phố 7 phường La Khê","1989-11-04","valid"
"000000191","Số 192 tổ dân phố 7 phường La Khê","1982-12-16","valid"
"000000192","Số 193 tổ dân phố 7 phường La Khê","2000-06-04","valid"
"000000193","Số 194 tổ dân phố 7 phường La Khê","2013-12-26","valid"
"000000194","Số 195 tổ dân phố 7 phường La Khê","1993-12-31","valid"
"000000195","Số 196 tổ dân phố 7 phường La Khê","2005-04-14","valid"
"000000196","Số 197 tổ dân phố 7 phường La Khê","1989-11-23","valid"
"000000197","Số 198 tổ dân phố 7 phường La Khê","1996-08-17","valid"
"000000198","Số 199 tổ dân phố 7 phường La Khê","1980-08-20","valid"
"000000199","Số 200 tổ dân phố 7 phường La Khê","1998-10-12","valid"
"000000200","Số 201 tổ dân phố 7 phường La Khê","2018-01-01","valid"
"000000201","Số 202 tổ dân phố 7 phường La Khê","2000-03-03","valid"
"000000202","Số 203 tổ dân phố 7 phường La Khê","1985-09-15","valid"
"000000203","Số 204 tổ dân phố 7 phường La Khê","1991-01-15","valid"
"000000204","Số 205 tổ dân phố 7 phường La Khê","1991-10-24","valid"
"000000205","Số 206 tổ dân phố 7 phường La Khê","1985-08-14","valid"
"000000206","Số 207 tổ dân phố 7 phường La Khê","1975-03-08","valid"
"000000207","Số 208 tổ dân phố 7 phường La Khê","1992-03-09","valid"
"000000208","Số 209 tổ dân phố 7 phường La Khê","1981-03-30","valid"
"000000209","Số 210 tổ dân phố 7 phường La Khê","2022-07-14","valid"
"000000210","Số 211 tổ dân phố 7 phường La Khê","2000-03-10","valid"
"000000211","Số 212 tổ dân phố 7 phường La Khê","1987-03-31","valid"
"000000212","Số 213 tổ dân phố 7 phường La Khê","1991-03-07","valid"
"000000213","Số 214 tổ dân phố 7 phường La Khê","2022-03-31","valid"
"000000214","Số 215 tổ dân phố 7 phường La Khê","2005-05-18","valid"
"000000215","Số 216 tổ dân phố 7 phường La Khê","2013-07-23","valid"
"000000216","Số 217 tổ dân phố 7 phường La Khê","1992-05-12","valid"
"000000217","Số 218 tổ dân phố 7 phường La Khê","2017-11-21","valid"
"000000218","Số 219 tổ dân phố 7 phường La Khê","1993-01-28","valid"
"000000219","Số 220 tổ dân phố 7 phường La Khê","2020-05-14","valid"
"000000220","Số 221 tổ dân phố 7 phường La Khê","1984-06-25","valid"
"000000221","Số 222 tổ dân phố 7 phường La Khê","1982-12-14","valid"
"000000222","Số 223 tổ dân phố 7 phường La Khê","1982-11-07","valid"
"000000223","Số 224 tổ dân phố 7 phường La Khê","1981-11-11","valid"
"000000224","Số 225 tổ dân phố 7 phường La Khê","1980-07-27","valid"
"000000225","Số 226 tổ dân phố 7 phường La Khê","2000-11-01","valid"
"000000226","Số 227 tổ dân phố 7 phường La Khê","2024-03-19","valid"
"000000227","Số 228 tổ dân phố 7 phường La Khê","1987-03-24","valid"
"000000228","Số 229 tổ dân phố 7 phường La Khê","1982-10-23","valid"
"000000229","Số 230 tổ dân phố 7 phường La Khê","1980-08-10","valid"
"000000230","Số 231 tổ dân phố 7 phường La Khê","2021-10-21","valid"
"000000231","Số 232 tổ dân phố 7 phường La Khê","1984-02-04","valid"
"000000232","Số 233 tổ dân phố 7 phường La Khê","1975-08-28","valid"
"000000233","Số 234 tổ dân phố 7 phường La Khê","1982-09-06","valid"
"000000234","Số 235 tổ dân phố 7 phường La Khê","1993-06-15","valid"
"000000235","Số 236 tổ dân phố 7 phường La Khê","2000-01-21","valid"
"000000236","Số 237 tổ dân phố 7 phường La Khê","1990-11-14","valid"
"000000237","Số 238 tổ dân phố 7 phường La Khê","1978-04-24","valid"
"000000238","Số 239 tổ dân phố 7 phường La Khê","2008-03-22","valid"
"000000239","Số 240 tổ dân phố 7 phường La Khê","2004-07-30","valid"
"000000240","Số 241 tổ dân phố 7 phường La Khê","1987-10-05","valid"
"000000241","Số 242 tổ dân phố 7 phường La Khê","1978-07-25","valid"
"000000242","Số 243 tổ dân phố 7 phường La Khê","1996-02-25","valid"
"000000243","Số 244 tổ dân phố 7 phường La Khê","2024-10-07","valid"
"000000244","Số 245 tổ dân phố 7 phường La Khê","2013-04-24","valid"
"000000245","Số 246 tổ dân phố 7 phường La Khê","1983-03-27","valid"
"000000246","Số 247 tổ dân phố 7 phường La Khê","2010-03-24","valid"
"000000247","Số 248 tổ dân phố 7 phường La Khê","1998-12-18","valid"
"000000248","Số 249 tổ dân phố 7 phường La Khê","1995-01-14","valid"
"000000249","Số 250 tổ dân phố 7 phường La Khê","2013-11-08","valid"
"000000250","Số 251 tổ dân phố 7 phường La Khê","1985-09-27","valid"
"000000251","Số 252 tổ dân phố 7 phường La Khê","2009-12-19","valid"
"000000252","Số 253 tổ dân phố 7 phường La Khê","1989-05-20","valid"
"000000253","Số 254 tổ dân phố 7 phường La Khê","1984-03-03","valid"
"000000254","Số 255 tổ dân phố 7 phường La Khê","1989-03-26","valid"
"000000255","Số 256 tổ dân phố 7 phường La Khê","2006-02-08","valid"
"000000256","Số 257 tổ dân phố 7 phường La Khê","2015-07-27","valid"
"000000257","Số 258 tổ dân phố 7 phường La Khê","1976-06-17","valid"
"000000258","Số 259 tổ dân phố 7 phường La Khê","1983-08-12","valid"
"000000259","Số 260 tổ dân phố 7 phường La Khê","2013-12-27","valid"
"000000260","Số 261 tổ dân phố 7 phường La Khê","2023-02-06","valid"
"000000261","Số 262 tổ dân phố 7 phường La Khê","1982-01-08","valid"
"000000262","Số 263 tổ dân phố 7 phường La Khê","2008-02-08","valid"
"000000263","Số 264 tổ dân phố 7 phường La Khê","2001-11-07","valid"
"000000264","Số 265 tổ dân phố 7 phường La Khê","2005-10-26","valid"
"000000265","Số 266 tổ dân phố 7 phường La Khê","1989-12-07","valid"
"000000266","Số 267 tổ dân phố 7 phường La Khê","1982-10-16","valid"
"000000267","Số 268 tổ dân phố 7 phường La Khê","2017-03-17","valid"
"000000268","Số 269 tổ dân phố 7 phường La Khê","2020-06-09","valid"
"000000269","Số 270 tổ dân phố 7 phường La Khê","1977-07-08","valid"
"000000270","Số 271 tổ dân phố 7 phường La Khê","2004-08-12","valid"
"000000271","Số 272 tổ dân phố 7 phường La Khê","2020-02-02","valid"
"000000272","Số 273 tổ dân phố 7 phường La Khê","1987-03-21","valid"
"000000273","Số 274 tổ dân phố 7 phường La Khê","2008-06-05","valid"
"000000274","Số 275 tổ dân phố 7 phường La Khê","1997-03-15","valid"
"000000275","Số 276 tổ dân phố 7 phường La Khê","2012-07-17","valid"
"000000276","Số 277 tổ dân phố 7 phường La Khê","2024-05-12","valid"
"000000277","Số 278 tổ dân phố 7 phường La Khê","1990-02-13","valid"
"000000278","Số 279 tổ dân phố 7 phường La Khê","2014-07-04","valid"
"000000279","Số 280 tổ dân phố 7 phường La Khê","1998-03-26","valid"
"000000280","Số 281 tổ dân phố 7 phường La Khê","2005-09-08","valid"
"000000281","Số 282 tổ dân phố 7 phường La Khê","1986-03-07","valid"
"000000282","Số 283 tổ dân phố 7 phường La Khê","1988-11-22","valid"
"000000283","Số 284 tổ dân phố 7 phường La Khê","2018-09-19","valid"
"000000284","Số 285 tổ dân phố 7 phường La Khê","1996-10-01","valid"
"000000285","Số 286 tổ dân phố 7 phường La Khê","2006-12-31","valid"
"000000286","Số 287 tổ dân phố 7 phường La Khê","2011-07-08","valid"
"000000287","Số 288 tổ dân phố 7 phường La Khê","2001-03-04","valid"
"000000288","Số 289 tổ dân phố 7 phường La Khê","1979-05-02","valid"
"000000289","Số 290 tổ dân phố 7 phường La Khê","1979-10-08","valid"
"000000290","Số 291 tổ dân phố 7 phường La Khê","1995-03-26","valid"
"000000291","Số 292 tổ dân phố 7 phường La Khê","2008-03-26","valid"
"000000292","Số 293 tổ dân phố 7 phường La Khê","1986-01-15","valid"
"000000293","Số 294 tổ dân phố 7 phường La Khê","2014-02-25","valid"
"000000294","Số 295 tổ dân phố 7 phường La Khê","1988-05-29","valid"
"000000295","Số 296 tổ dân phố 7 phường La Khê","2014-07-02","valid"
"000000296","Số 297 tổ dân phố 7 phường La Khê","1978-12-05","valid"
"000000297","Số 298 tổ dân phố 7 phường La Khê","2011-02-04","valid"
"000000298","Số 299 tổ dân phố 7 phường La Khê","2015-04-12","valid"
"000000299","Số 300 tổ dân phố 7 phường La Khê","1980-10-06","valid"
"000000300","Số 301 tổ dân phố 7 phường La Khê","1990-06-02","valid"
"000000301","Số 302 tổ dân phố 7 phường La Khê","2023-08-19","valid"
"000000302","Số 303 tổ dân phố 7 phường La Khê","2005-03-24","valid"
"000000303","Số 304 tổ dân phố 7 phường La Khê","2000-11-16","valid"
"000000304","Số 305 tổ dân phố 7 phường La Khê","2009-08-28","valid"
"000000305","Số 306 tổ dân phố 7 phường La Khê","1989-11-18","valid"
"000000306","Số 307 tổ dân phố 7 phường La Khê","2001-07-22","valid"
"000000307","Số 308 tổ dân phố 7 phường La Khê","2001-04-25","valid"
"000000308","Số 309 tổ dân phố 7 phường La Khê","1993-08-27","valid"
"000000309","Số 310 tổ dân phố 7 phường La Khê","1999-05-03","valid"
"000000310","Số 311 tổ dân phố 7 phường La Khê","2008-11-16","valid"
"000000311","Số 312 tổ dân phố 7 phường La Khê","1990-02-24","valid"
"000000312","Số 313 tổ dân phố 7 phường La Khê","2007-05-26","valid"
"000000313","Số 314 tổ dân phố 7 phường La Khê","1977-02-11","valid"
"000000314","Số 315 tổ dân phố 7 phường La Khê","1987-03-08","valid"
"000000315","Số 316 tổ dân phố 7 phường La Khê","2023-11-13","valid"
"000000316","Số 317 tổ dân phố 7 phường La Khê","1997-05-08","valid"
"000000317","Số 318 tổ dân phố 7 phường La Khê","1980-01-05","valid"
"000000318","Số 319 tổ dân phố 7 phường La Khê","2013-05-02","valid"
"000000319","Số 320 tổ dân phố 7 phường La Khê","2013-05-18","valid"
"000000320","Số 321 tổ dân phố 7 phường La Khê","1985-05-09","valid"
"000000321","Số 322 tổ dân phố 7 phường La Khê","1975-07-13","valid"
"000000322","Số 323 tổ dân phố 7 phường La Khê","2017-01-15","valid"
"000000323","Số 324 tổ dân phố 7 phường La Khê","1984-10-03","valid"
"000000324","Số 325 tổ dân phố 7 phường La Khê","2005-05-05","valid"
"000000325","Số 326 tổ dân phố 7 phường La Khê","1989-11-07","valid"
"000000326","Số 327 tổ dân phố 7 phường La Khê","1998-07-22","valid"
"000000327","Số 328 tổ dân phố 7 phường La Khê","1991-05-19","valid"
"000000328","Số 329 tổ dân phố 7 phường La Khê","1997-07-17","valid"
"000000329","Số 330 tổ dân phố 7 phường La Khê","1980-03-04","valid"
"000000330","Số 331 tổ dân phố 7 phường La Khê","2003-07-24","valid"
"000000331","Số 332 tổ dân phố 7 phường La Khê","2011-04-22","valid"
"000000332","Số 333 tổ dân phố 7 phường La Khê","2016-04-06","valid"
"000000333","Số 334 tổ dân phố 7 phường La Khê","1994-06-13","valid"
"000000334","Số 335 tổ dân phố 7 phường La Khê","2009-09-08","valid"
"000000335","Số 336 tổ dân phố 7 phường La Khê","1999-07-06","valid"
"000000336","Số 337 tổ dân phố 7 phường La Khê","1994-08-30","valid"
"000000337","Số 338 tổ dân phố 7 phường La Khê","1975-04-05","valid"
"000000338","Số 339 tổ dân phố 7 phường La Khê","2008-03-03","valid"
"000000339","Số 340 tổ dân phố 7 phường La Khê","1984-08-19","valid"
"000000340","Số 341 tổ dân phố 7 phường La Khê","2005-06-23","valid"
"000000341","Số 342 tổ dân phố 7 phường La Khê","1987-10-12","valid"
"000000342","Số 343 tổ dân phố 7 phường La Khê","2005-08-26","valid"
"000000343","Số 344 tổ dân phố 7 phường La Khê","2021-04-02","valid"
"000000344","Số 345 tổ dân phố 7 phường La Khê","2010-09-08","valid"
"000000345","Số 346 tổ dân phố 7 phường La Khê","1979-08-28","valid"
"000000346","Số 347 tổ dân phố 7 phường La Khê","1997-11-19","valid"
"000000347","Số 348 tổ dân phố 7 phường La Khê","1997-11-01","valid"
"000000348","Số 349 tổ dân phố 7 phường La Khê","2014-08-17","valid"
"000000349","Số 350 tổ dân phố 7 phường La Khê","1994-05-15","valid"
"000000350","Số 351 tổ dân phố 7 phường La Khê","1992-09-23","valid"
"000000351","Số 352 tổ dân phố 7 phường La Khê","2020-09-03","valid"
"000000352","Số 353 tổ dân phố 7 phường La Khê","2022-01-04","valid"
"000000353","Số 354 tổ dân phố 7 phường La Khê","1981-05-13","valid"
"000000354","Số 355 tổ dân phố 7 phường La Khê","1993-01-05","valid"
"000000355","Số 356 tổ dân phố 7 phường La Khê","2009-04-19","valid"
"000000356","Số 357 tổ dân phố 7 phường La Khê","2002-09-02","valid"
"000000357","Số 358 tổ dân phố 7 phường La Khê","2002-06-21","valid"
"000000358","Số 359 tổ dân phố 7 phường La Khê","1981-09-27","valid"
"000000359","Số 360 tổ dân phố 7 phường La Khê","1988-09-23","valid"
"000000360","Số 361 tổ dân phố 7 phường La Khê","2001-02-21","valid"
"000000361","Số 362 tổ dân phố 7 phường La Khê","2005-01-01","valid"
"000000362","Số 363 tổ dân phố 7 phường La Khê","1987-11-23","valid"
"000000363","Số 364 tổ dân phố 7 phường La Khê","2014-11-28","valid"
"000000364","Số 365 tổ dân phố 7 phường La Khê","1988-03-15","valid"
